date,num_rentals,year,day_of_week,day_of_week_name,month,month_name,day_of_month,hour_of_day,is_weekend,is_weekday,maxtp,ind.1,mintp,igmin,ind.2,rain,cbl,wdsp,ind.3,hm,ind.4,ddhm,ind.5,hg,sun,dos
2023-08-28,3461.0,2023,6,Sunday,1,January,1,0,False,True,17.9,0,9.9,0,0,0.1,1005.7,9.0,0,14,0,280,0,20,1.8,0
2023-08-29,3713.0,2023,6,Sunday,1,January,1,0,False,True,17.0,0,10.7,0,0,0.0,1002.5,10.3,0,17,0,290,0,23,4.0,0
2023-08-30,3709.0,2023,6,Sunday,1,January,1,0,False,True,17.0,0,9.8,0,2,0.0,999.8,7.5,0,13,0,290,0,18,4.7,0
2023-08-31,3505.0,2023,6,Sunday,1,January,1,0,False,True,16.0,0,10.4,0,0,1.6,996.8,6.8,0,15,0,150,0,22,0.1,0
2023-09-01,3224.0,2023,6,Sunday,1,January,1,0,False,True,19.2,0,11.7,0,0,6.6,1002.0,5.3,0,10,0,90,0,13,4.0,0
2023-09-02,2326.0,2023,6,Sunday,1,January,1,0,True,False,20.8,0,11.2,0,3,0.0,1011.5,4.0,0,8,0,90,0,12,6.3,0
2023-09-03,2284.0,2023,6,Sunday,1,January,1,0,True,False,23.1,0,9.2,0,0,0.0,1016.0,4.6,0,9,0,320,0,14,12.2,0
2023-09-04,3537.0,2023,6,Sunday,1,January,1,0,False,True,22.8,0,7.0,0,3,0.0,1012.5,5.1,0,11,0,90,0,18,12.4,0
2023-09-05,3867.0,2023,6,Sunday,1,January,1,0,False,True,21.3,0,13.3,0,3,0.0,1008.2,7.8,0,16,0,80,0,26,9.8,0
2023-09-06,3914.0,2023,6,Sunday,1,January,1,0,False,True,25.7,0,11.8,0,3,0.0,1007.7,4.6,0,10,0,100,0,15,11.6,0
2023-09-07,3847.0,2023,6,Sunday,1,January,1,0,False,True,24.1,0,14.4,0,2,0.0,1007.1,6.2,0,9,0,100,0,15,2.5,0
2023-09-08,3512.0,2023,6,Sunday,1,January,1,0,False,True,26.1,0,13.1,0,0,0.0,1006.1,3.8,0,8,0,90,0,12,11.2,0
2023-09-09,2629.0,2023,6,Sunday,1,January,1,0,True,False,25.2,0,14.6,0,0,0.0,1006.1,4.4,0,9,0,150,0,12,7.4,0
2023-09-10,2024.0,2023,6,Sunday,1,January,1,0,True,False,20.7,0,13.5,0,0,9.8,1003.5,4.3,0,8,0,250,0,14,0.9,0
2023-09-11,2937.0,2023,6,Sunday,1,January,1,0,False,True,18.6,0,11.9,0,0,14.0,1002.3,6.1,0,13,0,30,0,18,0.0,0
2023-09-12,3600.0,2023,6,Sunday,1,January,1,0,False,True,16.4,0,5.0,0,0,0.8,1008.4,8.5,0,14,0,10,0,23,8.6,0
2023-09-13,3600.0,2023,6,Sunday,1,January,1,0,False,True,16.5,0,4.3,1,0,1.2,1009.5,6.2,0,15,0,210,0,24,2.0,0
2023-09-14,3721.0,2023,6,Sunday,1,January,1,0,False,True,17.3,0,11.2,0,0,4.3,1007.8,5.0,0,11,0,280,0,13,2.1,0
2023-09-15,2110.0,2023,6,Sunday,1,January,1,0,False,True,12.0,0,10.2,0,0,23.7,1005.6,8.9,0,15,0,10,0,20,0.0,0
2023-09-16,2094.0,2023,6,Sunday,1,January,1,0,True,False,15.0,0,10.1,0,0,2.0,1007.1,12.2,0,17,0,20,0,24,0.0,0
2023-09-17,1390.0,2023,6,Sunday,1,January,1,0,True,False,15.6,0,14.0,0,0,23.1,998.3,6.5,0,13,0,100,0,17,0.0,0
2023-09-18,3392.0,2023,6,Sunday,1,January,1,0,False,True,15.2,0,10.4,0,0,0.7,990.4,12.6,0,20,0,270,0,30,8.4,0
2023-09-19,3486.0,2023,6,Sunday,1,January,1,0,False,True,19.0,0,10.7,0,0,13.1,984.5,13.2,0,22,0,210,0,37,1.3,0
2023-09-20,3664.0,2023,6,Sunday,1,January,1,0,False,True,17.6,0,9.2,0,0,1.8,977.7,11.0,0,19,0,210,0,36,6.5,0
2023-09-21,3950.0,2023,6,Sunday,1,January,1,0,False,True,15.8,0,7.8,0,0,0.0,984.2,7.4,0,13,0,280,0,18,8.3,0
2023-09-22,3344.0,2023,6,Sunday,1,January,1,0,False,True,14.8,0,6.1,0,0,0.1,994.4,12.3,0,20,0,310,0,27,7.1,0
2023-09-23,2304.0,2023,6,Sunday,1,January,1,0,True,False,17.0,0,4.9,0,0,0.9,1000.1,9.2,0,19,0,160,0,28,5.6,0
2023-09-24,1738.0,2023,6,Sunday,1,January,1,0,True,False,18.9,0,11.9,0,0,0.9,993.2,10.6,0,21,0,190,0,39,0.7,0
2023-09-25,3454.0,2023,6,Sunday,1,January,1,0,False,True,18.3,0,13.5,0,0,0.0,999.7,11.2,0,15,0,210,0,24,7.9,0
2023-09-26,3483.0,2023,6,Sunday,1,January,1,0,False,True,17.5,0,10.0,0,0,3.2,1000.1,8.5,0,16,0,270,0,24,4.1,0
2023-09-27,3042.0,2023,6,Sunday,1,January,1,0,False,True,16.5,0,10.0,0,0,15.0,989.8,15.2,0,31,0,150,0,47,0.4,0
2023-09-28,3664.0,2023,6,Sunday,1,January,1,0,False,True,15.5,0,10.5,0,0,1.4,994.0,9.8,0,21,0,260,0,37,0.0,0
2023-09-29,3451.0,2023,6,Sunday,1,January,1,0,False,True,16.4,0,10.1,0,0,0.3,1005.5,8.0,0,16,0,260,0,24,8.9,0
2023-09-30,1911.0,2023,6,Sunday,1,January,1,0,True,False,17.5,0,7.8,0,0,11.1,1007.0,6.8,0,17,0,150,0,25,0.0,0
2023-10-01,2351.0,2023,6,Sunday,1,January,1,0,True,False,18.8,0,11.6,0,0,0.5,1005.0,6.6,0,11,0,250,0,18,7.8,0
2023-10-02,3513.0,2023,6,Sunday,1,January,1,0,False,True,14.2,0,10.3,0,0,0.0,1004.9,5.0,0,8,0,200,0,12,0.0,0
2023-10-03,3744.0,2023,6,Sunday,1,January,1,0,False,True,16.3,0,9.6,0,2,0.0,1007.5,9.8,0,19,0,270,0,30,7.3,0
2023-10-04,3841.0,2023,6,Sunday,1,January,1,0,False,True,16.5,0,10.7,0,2,0.0,1010.7,10.2,0,15,0,230,0,26,2.6,0
2023-10-05,3449.0,2023,6,Sunday,1,January,1,0,False,True,17.2,0,12.7,0,0,4.0,1006.3,11.9,0,17,0,210,0,28,0.1,0
2023-10-06,3404.0,2023,6,Sunday,1,January,1,0,False,True,20.6,0,15.1,0,0,0.2,1006.3,11.4,0,14,0,230,0,26,0.4,0
2023-10-07,2391.0,2023,6,Sunday,1,January,1,0,True,False,20.8,0,13.1,0,0,0.0,1008.8,6.4,0,12,0,240,0,21,0.5,0
2023-10-08,2100.0,2023,6,Sunday,1,January,1,0,True,False,21.3,0,9.6,0,3,0.0,1011.5,5.3,0,10,0,250,0,17,1.7,0
2023-10-09,3644.0,2023,6,Sunday,1,January,1,0,False,True,23.2,0,14.4,0,3,0.0,1009.8,4.0,0,8,0,270,0,11,8.7,0
2023-10-10,3805.0,2023,6,Sunday,1,January,1,0,False,True,20.9,0,14.8,0,2,0.0,1003.3,8.0,0,13,0,250,0,26,0.9,0
2023-10-11,3192.0,2023,6,Sunday,1,January,1,0,False,True,15.8,0,2.8,0,0,5.9,1000.8,6.6,0,17,0,310,0,24,0.1,0
2023-10-12,3739.0,2023,6,Sunday,1,January,1,0,False,True,13.2,0,1.5,1,3,0.0,998.5,3.7,0,7,0,240,0,11,7.1,0
2023-10-13,3223.0,2023,6,Sunday,1,January,1,0,False,True,12.7,0,6.2,0,0,2.6,994.8,11.2,0,22,0,280,0,30,6.2,0
2023-10-14,2471.0,2023,6,Sunday,1,January,1,0,True,False,11.0,0,2.5,0,0,0.2,1008.9,11.3,0,19,0,290,0,26,8.2,0
2023-10-15,1930.0,2023,6,Sunday,1,January,1,0,True,False,11.3,0,1.0,1,3,0.0,1016.0,4.8,0,11,0,270,0,13,7.6,0
2023-10-16,3365.0,2023,6,Sunday,1,January,1,0,False,True,12.4,0,3.3,1,0,0.0,1010.4,5.9,0,12,0,110,0,18,6.0,0
2023-10-17,3671.0,2023,6,Sunday,1,January,1,0,False,True,12.4,0,8.7,0,0,8.2,1000.3,11.4,0,16,0,110,0,25,0.0,0
2023-10-18,3168.0,2023,6,Sunday,1,January,1,0,False,True,13.6,0,9.9,0,0,16.6,982.8,13.5,0,20,0,100,0,28,0.0,0
2023-10-19,3195.0,2023,6,Sunday,1,January,1,0,False,True,17.0,0,12.0,0,0,15.6,969.2,7.5,0,14,0,90,0,21,2.8,0
2023-10-20,2288.0,2023,6,Sunday,1,January,1,0,False,True,13.7,0,9.2,0,0,29.8,971.8,13.7,0,27,0,50,0,38,0.0,0
2023-10-21,2331.0,2023,6,Sunday,1,January,1,0,True,False,10.4,0,5.6,0,0,1.9,980.3,9.6,0,17,0,30,0,24,1.9,0
2023-10-22,2072.0,2023,6,Sunday,1,January,1,0,True,False,13.5,0,3.9,0,0,0.1,991.2,5.5,0,8,0,250,0,14,8.0,0
2023-10-23,3273.0,2023,6,Sunday,1,January,1,0,False,True,14.0,0,10.2,1,0,8.2,992.5,9.6,0,18,0,180,0,25,0.4,0
2023-10-24,3437.0,2023,6,Sunday,1,January,1,0,False,True,12.5,0,4.0,0,0,4.0,988.2,6.4,0,13,0,150,0,19,2.3,0
2023-10-25,3709.0,2023,6,Sunday,1,January,1,0,False,True,13.2,0,5.2,0,0,2.7,984.6,6.1,0,13,0,140,0,21,3.6,0
2023-10-26,3594.0,2023,6,Sunday,1,January,1,0,False,True,14.8,0,6.5,0,0,0.5,977.5,4.8,0,12,0,140,0,20,4.1,0
2023-10-27,3242.0,2023,6,Sunday,1,January,1,0,False,True,13.2,0,4.1,1,0,2.9,974.2,5.8,0,12,0,150,0,19,5.3,0
2023-10-28,2173.0,2023,6,Sunday,1,January,1,0,True,False,14.1,0,9.3,0,0,4.4,970.1,8.5,0,16,0,80,0,27,4.8,0
2023-10-29,2132.0,2023,6,Sunday,1,January,1,0,True,False,12.4,0,2.5,1,0,11.1,972.0,5.2,0,13,0,100,0,19,0.9,0
2023-10-30,1642.0,2023,6,Sunday,1,January,1,0,False,True,12.7,0,1.7,1,0,2.1,979.9,4.1,0,10,0,80,0,17,3.4,0
2023-10-31,3205.0,2023,6,Sunday,1,January,1,0,False,True,12.3,0,4.4,0,0,4.2,983.2,6.8,0,15,0,120,0,26,2.5,0
2023-11-01,3563.0,2023,6,Sunday,1,January,1,0,False,True,13.1,0,1.5,0,0,2.6,970.3,8.2,0,19,0,250,0,37,3.7,0
2023-11-02,3428.0,2023,6,Sunday,1,January,1,0,False,True,9.8,0,4.5,1,0,2.2,963.8,8.9,0,14,0,270,0,20,1.6,0
2023-11-03,3084.0,2023,6,Sunday,1,January,1,0,False,True,11.2,0,4.1,0,0,0.2,970.6,9.7,0,19,0,290,0,25,5.5,0
2023-11-04,1840.0,2023,6,Sunday,1,January,1,0,True,False,10.7,0,3.6,0,0,12.0,961.7,8.0,0,16,0,70,0,23,0.3,0
2023-11-05,1909.0,2023,6,Sunday,1,January,1,0,True,False,11.6,0,5.1,0,2,0.0,971.3,8.7,0,13,0,270,0,19,3.5,0
2023-11-06,3458.0,2023,6,Sunday,1,January,1,0,False,True,11.4,0,6.0,0,2,0.0,985.3,10.2,0,18,0,270,0,26,3.7,0
2023-11-07,3892.0,2023,6,Sunday,1,January,1,0,False,True,11.1,0,6.8,0,2,0.0,994.9,10.0,0,16,0,270,0,24,6.9,0
2023-11-08,3644.0,2023,6,Sunday,1,January,1,0,False,True,11.9,0,4.4,0,0,2.8,987.7,9.9,0,22,0,280,0,35,4.1,0
2023-11-09,3734.0,2023,6,Sunday,1,January,1,0,False,True,8.4,0,4.8,0,0,0.2,980.7,9.7,0,17,0,260,0,26,2.0,0
2023-11-10,3305.0,2023,6,Sunday,1,January,1,0,False,True,10.2,0,4.1,0,0,1.0,987.5,10.2,0,17,0,280,0,23,6.5,0
2023-11-11,2188.0,2023,6,Sunday,1,January,1,0,True,False,9.1,0,1.3,1,2,0.0,994.7,6.9,0,11,0,110,0,18,4.3,0
2023-11-12,1768.0,2023,6,Sunday,1,January,1,0,True,False,12.7,0,8.1,1,0,7.0,987.0,8.4,0,15,0,100,0,26,2.4,0
2023-11-13,2441.0,2023,6,Sunday,1,January,1,0,False,True,13.8,0,8.6,0,0,11.1,977.4,15.8,0,28,0,260,0,46,3.5,0
2023-11-14,3617.0,2023,6,Sunday,1,January,1,0,False,True,12.5,0,8.1,0,0,1.5,993.0,10.8,0,18,0,270,0,31,5.1,0
2023-11-15,3610.0,2023,6,Sunday,1,January,1,0,False,True,10.3,0,2.8,0,3,0.0,1003.5,9.2,0,18,0,260,0,27,6.7,0
2023-11-16,3466.0,2023,6,Sunday,1,January,1,0,False,True,10.0,0,2.3,1,0,0.3,1003.6,4.8,0,10,0,220,0,19,0.1,0
2023-11-17,2887.0,2023,6,Sunday,1,January,1,0,False,True,10.8,0,5.2,0,0,10.3,1001.8,9.2,0,20,0,150,0,33,3.5,0
2023-11-18,2167.0,2023,6,Sunday,1,January,1,0,True,False,14.3,0,10.4,0,0,1.8,992.3,9.3,0,15,0,150,0,25,0.2,0
2023-11-19,1627.0,2023,6,Sunday,1,January,1,0,True,False,12.2,0,8.6,0,0,1.4,990.6,11.3,0,17,0,260,0,30,0.1,0
2023-11-20,3228.0,2023,6,Sunday,1,January,1,0,False,True,10.8,0,6.4,0,0,0.2,1003.8,13.8,0,23,0,320,0,30,0.1,0
2023-11-21,3592.0,2023,6,Sunday,1,January,1,0,False,True,8.7,0,3.1,0,3,0.0,1017.3,8.0,0,16,0,320,0,23,3.4,0
2023-11-22,3511.0,2023,6,Sunday,1,January,1,0,False,True,11.6,0,8.4,0,0,0.4,1018.3,11.8,0,20,0,260,0,30,0.0,0
2023-11-23,3694.0,2023,6,Sunday,1,January,1,0,False,True,12.8,0,7.8,0,0,0.2,1015.4,15.0,0,24,0,280,0,31,0.6,0
2023-11-24,3058.0,2023,6,Sunday,1,January,1,0,False,True,8.5,1,-0.1,0,3,0.0,1016.2,8.1,0,14,0,330,0,20,0.8,0
2023-11-25,2320.0,2023,6,Sunday,1,January,1,0,True,False,7.7,1,-2.6,1,3,0.0,1011.2,3.8,0,8,0,160,0,11,2.6,0
2023-11-26,1717.0,2023,6,Sunday,1,January,1,0,True,False,10.5,0,5.1,1,0,3.4,1000.8,5.5,0,11,0,270,0,16,0.0,0
2023-11-27,3243.0,2023,6,Sunday,1,January,1,0,False,True,8.9,0,2.4,0,0,0.1,997.5,11.0,0,16,0,330,0,24,2.7,0
2023-11-28,3626.0,2023,6,Sunday,1,January,1,0,False,True,6.5,0,0.5,0,0,0.0,1000.9,6.2,0,11,0,300,0,14,0.1,0
2023-11-29,3448.0,2023,6,Sunday,1,January,1,0,False,True,5.3,1,-1.1,1,0,0.7,996.7,6.6,0,13,0,40,0,18,1.2,0
2023-11-30,3156.0,2023,6,Sunday,1,January,1,0,False,True,5.4,1,-1.6,1,0,5.7,996.6,10.0,0,20,0,30,0,29,2.0,0
2023-12-01,2866.0,2023,6,Sunday,1,January,1,0,False,True,3.7,1,-2.8,1,3,0.0,1000.5,5.4,0,9,0,270,0,12,3.1,0
2023-12-02,2078.0,2023,6,Sunday,1,January,1,0,True,False,5.8,1,-0.7,1,0,0.2,1000.9,4.1,0,8,0,300,0,11,4.7,0
2023-12-03,1501.0,2023,6,Sunday,1,January,1,0,True,False,5.5,1,-0.4,1,0,4.8,996.5,7.4,0,18,0,50,0,25,1.4,0
2023-12-04,3142.0,2023,6,Sunday,1,January,1,0,False,True,5.1,0,1.4,1,2,0.0,994.9,14.9,0,18,0,340,0,30,0.1,0
2023-12-05,3380.0,2023,6,Sunday,1,January,1,1,False,True,6.4,0,1.5,0,2,0.0,1001.9,8.6,0,18,0,330,0,26,1.9,0
2023-12-06,3190.0,2023,6,Sunday,1,January,1,1,False,True,8.7,0,3.3,1,0,1.3,998.3,14.2,0,23,0,150,0,43,0.1,0
2023-12-07,3330.0,2023,6,Sunday,1,January,1,1,False,True,11.8,0,8.4,0,0,4.1,985.7,12.7,0,26,0,150,0,36,0.5,0
2023-12-08,3080.0,2023,6,Sunday,1,January,1,1,False,True,9.9,0,8.3,0,0,0.1,984.5,12.7,0,16,0,220,0,29,0.1,0
2023-12-09,1839.0,2023,6,Sunday,1,January,1,1,True,False,11.7,0,6.3,0,0,9.1,982.4,16.8,0,35,0,270,0,53,0.6,0
2023-12-10,1310.0,2023,6,Sunday,1,January,1,1,True,False,11.0,0,6.2,0,0,7.2,982.3,13.3,0,30,0,270,0,47,4.0,0
2023-12-11,2862.0,2023,6,Sunday,1,January,1,1,False,True,10.3,0,6.0,0,0,8.6,989.3,9.5,0,17,0,270,0,26,5.8,0
2023-12-12,3432.0,2023,6,Sunday,1,January,1,1,False,True,9.6,0,4.5,0,0,0.4,986.8,7.2,0,16,0,330,0,21,0.7,0
2023-12-13,3669.0,2023,6,Sunday,1,January,1,1,False,True,7.5,0,2.5,0,0,0.1,998.4,8.8,0,15,0,330,0,24,6.7,0
2023-12-14,3499.0,2023,6,Sunday,1,January,1,1,False,True,8.9,0,6.6,1,0,0.1,1011.0,7.8,0,15,0,270,0,26,0.1,0
2023-12-15,3036.0,2023,6,Sunday,1,January,1,1,False,True,11.4,0,7.2,0,2,0.0,1020.9,8.0,0,13,0,220,0,25,1.5,0
2023-12-16,2113.0,2023,6,Sunday,1,January,1,1,True,False,11.5,0,8.9,0,0,0.0,1020.7,9.5,0,17,0,200,0,27,3.7,0
2023-12-17,1859.0,2023,6,Sunday,1,January,1,1,True,False,12.8,0,10.0,0,0,0.3,1015.5,14.1,0,21,0,220,0,32,2.6,0
2023-12-18,2769.0,2023,6,Sunday,1,January,1,1,False,True,13.4,0,9.0,0,0,0.5,1011.4,9.2,0,13,0,280,0,27,0.0,0
2023-12-19,3191.0,2023,6,Sunday,1,January,1,1,False,True,9.2,0,5.1,0,0,0.4,1011.1,11.1,0,18,0,270,0,26,5.5,0
2023-12-20,2991.0,2023,6,Sunday,1,January,1,1,False,True,10.9,0,6.7,0,0,0.1,1006.4,17.5,0,27,0,280,0,37,0.0,0
2023-12-21,2704.0,2023,6,Sunday,1,January,1,1,False,True,11.4,0,8.3,0,0,0.7,1001.2,23.8,0,34,0,290,0,51,3.2,0
2023-12-22,2146.0,2023,6,Sunday,1,January,1,1,False,True,10.7,0,8.3,0,0,1.0,1004.4,20.6,0,28,0,280,0,39,0.4,0
2023-12-23,1756.0,2023,6,Sunday,1,January,1,1,True,False,12.5,0,8.9,0,0,1.5,998.2,15.5,0,23,0,270,0,38,0.1,0
2023-12-24,1280.0,2023,6,Sunday,1,January,1,1,True,False,12.6,0,8.7,0,0,1.4,990.6,16.3,0,29,0,270,0,44,0.9,0
2023-12-25,727.0,2023,6,Sunday,1,January,1,1,False,True,9.7,0,6.5,0,0,0.8,992.9,10.9,0,16,0,250,0,29,0.0,0
2023-12-26,846.0,2023,6,Sunday,1,January,1,1,False,True,8.3,0,3.7,0,0,3.9,1000.9,9.0,0,21,0,290,0,29,0.6,0
2023-12-27,1126.0,2023,6,Sunday,1,January,1,1,False,True,13.8,0,5.5,0,0,15.6,986.2,14.0,0,22,0,210,0,38,0.9,0
2023-12-28,1281.0,2023,6,Sunday,1,January,1,1,False,True,9.4,0,6.4,0,0,1.1,982.1,13.9,0,19,0,210,0,33,2.0,0
2023-12-29,1672.0,2023,6,Sunday,1,January,1,1,False,True,6.7,0,3.1,0,0,0.0,992.0,11.4,0,17,0,240,0,30,3.5,0
2023-12-30,1465.0,2023,6,Sunday,1,January,1,1,True,False,10.6,0,2.9,0,0,3.4,982.9,10.3,0,18,0,200,0,31,0.1,0
